date,meantemp,humidity,wind_speed,meanpressure,,,,,,
23/08/2015,29.88,69.38,5.56,1000.86,,,,,,
24/08/2015,30.75,65.62,7.19,1001.75,,,,,,
25/08/2015,32,57.29,10.07,1001,,,,,,
26/08/2015,32,61,4.86,1001.12,,,,,,
27/08/2015,32.5,61,5.33,1002,,,,,,
28/08/2015,32,63.5,2.31,1002.25,,,,,,
29/08/2015,32.25,58,5.81,1001.38,,,,,,
30/08/2015,32.62,56.5,9.27,1001.38,,,,,,
31/08/2015,31.86,54.43,13.49,1001.83,,,,,,
01/09/2015,32.12,47.62,15.28,1000.86,,,,,,
02/09/2015,31.88,45.62,12.74,1001.75,,,,,,
03/09/2015,31.62,49.12,10.19,1005.5,,,,,,
04/09/2015,32,42.62,11.35,1007.88,,,,,,
05/09/2015,30.88,47.25,7.64,1007.12,,,,,,
06/09/2015,31.25,41.8,7.64,1006.25,,,,,,
07/09/2015,31.5,46.38,9.49,1005.75,,,,,,
08/09/2015,31.62,47,11.81,1005.5,,,,,,
09/09/2015,31,47.88,10.19,1005.62,,,,,,
10/09/2015,31.25,46.5,8.58,1006.75,,,,,,
11/09/2015,30.75,49.75,6.01,1006.25,,,,,,
12/09/2015,32.14,54.43,3.17,1006,,,,,,
13/09/2015,32.12,55.25,1.39,1005.88,,,,,,
14/09/2015,31.88,54.38,2.55,1003.62,,,,,,
15/09/2015,33,55,0.46,1003.25,,,,,,
16/09/2015,32.38,55,1.4,1003.62,,,,,,
17/09/2015,31.38,58.38,1.16,1004.38,,,,,,
18/09/2015,31,67.62,7.41,1005.12,,,,,,
19/09/2015,30.62,74.25,2.09,1003.62,,,,,,
20/09/2015,29.14,69.14,5.56,1002.86,,,,,,
21/09/2015,30.12,64.5,5.8,1002.5,,,,,,
22/09/2015,30.25,64.38,10.19,1002.5,,,,,,
23/09/2015,28.62,61.25,13.68,1006.38,,,,,,
24/09/2015,28.25,52.38,11.58,1004.62,,,,,,
25/09/2015,28.5,49.38,8.58,1003.75,,,,,,
26/09/2015,29.25,53.5,6.25,1005.25,,,,,,
27/09/2015,28.71,58.14,2.91,1007,,,,,,
28/09/2015,28.25,58.5,3.94,1009,,,,,,
29/09/2015,29,54.57,9.53,1010.57,,,,,,
30/09/2015,29,46.88,8.34,1011.38,,,,,,
01/10/2015,28.12,51.25,5.57,1012,,,,,,
02/10/2015,28.29,53.71,14.59,1010.75,,,,,,
03/10/2015,30,52.33,18.79,1008.71,,,,,,
04/10/2015,29,54.38,3.03,1008.12,,,,,,
05/10/2015,28.88,59.38,1.39,1009.25,,,,,,
06/10/2015,28.38,61.12,4.64,1009,,,,,,
07/10/2015,28.62,65.75,6.48,1009.12,,,,,,
08/10/2015,28.38,65.12,4.41,1007.5,,,,,,
09/10/2015,28.5,59.75,6.02,1004.25,,,,,,
10/10/2015,28.5,54.62,6.71,1005,,,,,,
11/10/2015,28.57,51.57,6.89,1008.71,,,,,,
12/10/2015,29.25,54.12,3.25,1010,,,,,,
13/10/2015,29.5,62.88,3.73,1011,,,,,,
14/10/2015,28.12,63.62,4.88,1013.25,,,,,,
15/10/2015,27.5,66,0.46,1013.5,,,,,,
16/10/2015,27.88,62.62,0.92,1013.5,,,,,,
17/10/2015,28,63.75,3.71,1012.25,,,,,,
18/10/2015,26.86,71.71,11.11,1013.12,,,,,,
19/10/2015,28.14,66.29,3.46,1011.71,,,,,,
20/10/2015,27.71,64.86,2.91,1009.86,,,,,,
21/10/2015,26.5,62.12,2.09,1011.88,,,,,,
22/10/2015,24.75,56,4.4,1012.25,,,,,,
23/10/2015,24,51.62,4.86,1011.88,,,,,,
24/10/2015,24.88,53.25,1.4,1011.62,,,,,,
25/10/2015,26.38,47.12,5.58,1012.75,,,,,,
26/10/2015,25.62,52.12,5.57,1014.88,,,,,,
27/10/2015,24.75,54.25,3.47,1013.88,,,,,,
28/10/2015,20.88,57.25,7.88,1015.88,,,,,,
29/10/2015,22.12,63.5,1.85,1016.88,,,,,,
30/10/2015,22.38,67.25,1.62,1016.38,,,,,,
31/10/2015,22.38,69.38,1.16,1016.12,,,,,,
01/11/2015,22.88,70.5,0.92,1016.25,,,,,,
02/11/2015,23.38,71.38,0.46,1015.88,,,,,,
03/11/2015,24,67.88,0.48,1014.25,,,,,,
04/11/2015,23.75,69,0.92,1012.25,,,,,,
05/11/2015,22.12,75.25,5.1,1012.38,,,,,,
06/11/2015,22.88,74.38,2.32,1012.75,,,,,,
07/11/2015,21.88,74.88,1.16,1014.62,,,,,,
08/11/2015,21.88,70.25,1.86,1015.88,,,,,,
09/11/2015,21.75,73.62,0.7,1015,,,,,,
10/11/2015,22.75,72.62,0.7,1013.5,,,,,,
11/11/2015,21.88,59.5,4.64,1014.38,,,,,,
12/11/2015,21.88,60.5,5.79,1015.38,,,,,,
13/11/2015,22.38,59.38,5.32,1014.88,,,,,,
14/11/2015,22.38,59.62,3.48,1012,,,,,,
15/11/2015,22.5,62,0,1012,,,,,,
16/11/2015,21.88,50.38,2.79,1012.62,,,,,,
17/11/2015,19.88,48.38,5.1,1013.5,,,,,,
18/11/2015,18.5,57.62,4.4,1016.38,,,,,,
19/11/2015,18.5,64.75,0.92,1017.5,,,,,,
20/11/2015,18.5,66,0.46,1016.12,,,,,,
21/11/2015,18.75,67.62,1.39,1015.5,,,,,,
22/11/2015,18.62,64.88,0.46,1015.12,,,,,,
23/11/2015,17,73.5,0,1015.88,,,,,,
24/11/2015,18.5,63,1.62,1016,,,,,,
25/11/2015,19.38,56.38,5.79,1014.75,,,,,,
26/11/2015,20,59.5,0.92,1012.75,,,,,,
27/11/2015,18.5,66.25,2.55,1011.25,,,,,,
28/11/2015,18.75,82.12,1.16,1015.38,,,,,,
29/11/2015,18.12,81.25,1.16,1018,,,,,,
30/11/2015,19.5,82.38,0.92,1016.75,,,,,,
01/12/2015,19.25,78.75,1.62,1014.75,,,,,,
02/12/2015,18.12,72.12,2.09,1016.12,,,,,,
03/12/2015,17.62,70.25,7.19,1016,,,,,,
04/12/2015,17.62,67.5,4.64,1015,,,,,,
05/12/2015,17.5,72.38,0.92,1015.88,,,,,,
06/12/2015,17.12,75.88,1.4,1016.5,,,,,,
07/12/2015,17.62,76.88,2.31,1017.25,,,,,,
08/12/2015,18.43,71.29,1.06,1015.71,,,,,,
09/12/2015,18.38,78.12,3.48,1015.25,,,,,,
10/12/2015,19,77.25,2.09,1011.75,,,,,,
11/12/2015,17.25,77.88,5.1,1011.38,,,,,,
12/12/2015,13.25,91,4.4,1014.25,,,,,,
13/12/2015,12.88,67,3.48,1016.5,,,,,,
14/12/2015,13.25,63.62,7.4,1017,,,,,,
15/12/2015,13.12,63.88,5.32,1016.5,,,,,,
16/12/2015,13,65.5,1.16,1016.38,,,,,,
17/12/2015,12.25,73.62,0.92,1016.88,,,,,,
18/12/2015,12.88,71.25,4.4,1018.62,,,,,,
19/12/2015,12.38,71.88,3.49,1019,,,,,,
20/12/2015,11.75,70.25,1.16,1018.5,,,,,,
21/12/2015,12.62,74.75,1.39,1018.88,,,,,,
22/12/2015,12,79.88,0.7,1020.88,,,,,,
23/12/2015,12.5,81.38,3.49,1020.62,,,,,,
24/12/2015,11.25,68.62,6.02,1021.25,,,,,,
25/12/2015,11.5,66.12,5.56,1022,,,,,,
26/12/2015,12.75,64.5,6.49,1021.12,,,,,,
27/12/2015,15.38,63.25,7.89,1020.62,,,,,,
28/12/2015,17.12,58.12,10.89,1020.88,,,,,,
29/12/2015,16.38,65,7.41,1018.12,,,,,,
30/12/2015,15.5,71.75,2.1,1017.5,,,,,,
31/12/2015,15,71.38,2.09,1020.5,,,,,,
01/01/2016,14.71,72.29,1.06,1021.14,,,,,,
02/01/2016,14,75.88,2.09,1021,,,,,,
03/01/2016,14.38,74.75,5.11,1018.5,,,,,,
04/01/2016,15.75,77.12,0,1017.62,,,,,,
05/01/2016,15.83,88.83,0.62,1017,,,,,,
06/01/2016,17.38,81.62,2.31,1016.5,,,,,,
07/01/2016,17.12,87,0,1018.12,,,,,,
08/01/2016,15.5,83.25,7.89,1017.25,,,,,,
09/01/2016,15.86,65.14,8.47,1015.43,,,,,,
10/01/2016,15.62,74.38,2.78,1017.5,,,,,,
11/01/2016,15.75,74.88,1.62,1017.5,,,,,,
12/01/2016,18,69.69,6.03,1014.94,,,,,,
13/01/2016,18.27,75.8,5.08,1014.33,,,,,,
14/01/2016,15.56,80.44,4.3,1016.12,,,,,,
15/01/2016,13,84.19,10.78,1017,,,,,,
16/01/2016,13.6,80.07,11.24,1014.6,,,,,,
17/01/2016,14,77.67,2.11,1016.2,,,,,,
18/01/2016,13.27,80.47,1.48,1014.73,,,,,,
19/01/2016,12.36,88.57,4.65,1015.29,,,,,,
20/01/2016,12.07,84.2,6.19,1018.67,,,,,,
21/01/2016,12.19,73.19,7.89,1020.19,,,,,,
22/01/2016,11.73,83.4,3.59,1019.47,,,,,,
23/01/2016,14.44,75.88,3.25,1019.81,,,,,,
24/01/2016,11.19,86.25,6.62,1019.06,,,,,,
25/01/2016,11.67,75.4,4.58,1017.2,,,,,,
26/01/2016,14.56,79.69,2.55,1015.38,,,,,,
27/01/2016,17.58,69.17,4.02,1014.17,,,,,,
28/01/2016,16.86,69.36,5.03,1015.07,,,,,,
29/01/2016,19.56,70.62,2.54,1017.38,,,,,,
30/01/2016,20.14,78.5,1.2,1014.5,,,,,,
31/01/2016,17.38,78.25,7.76,1016,,,,,,
01/02/2016,15.85,65.77,7.27,1017.15,,,,,,
02/02/2016,15.27,55.87,8.89,1018.2,,,,,,
03/02/2016,13.12,66.5,7.62,1018,,,,,,
04/02/2016,16.36,53,6.94,1017.33,,,,,,
05/02/2016,12.67,70.67,2.17,1016.83,,,,,,
06/02/2016,15.33,69.5,3.7,1013.33,,,,,,
07/02/2016,15.62,77,2.79,1015.75,,,,,,
08/02/2016,17.09,67.18,5.9,1017.09,,,,,,
09/02/2016,17.77,67.46,5.85,1014.69,,,,,,
10/02/2016,18.13,64.87,2.1,1012.73,,,,,,
11/02/2016,19.69,54.75,6.03,1011.25,,,,,,
12/02/2016,19.2,57.87,0.75,1012.53,,,,,,
13/02/2016,17.07,62.13,5.81,1014.87,,,,,,
14/02/2016,17.64,61.93,8.07,1017.21,,,,,,
15/02/2016,17.6,59.53,5.94,1018.73,,,,,,
16/02/2016,18.21,56.14,5.44,1020.07,,,,,,
17/02/2016,18.71,59.29,3.71,1019.14,,,,,,
18/02/2016,19.47,76,5.19,1017.4,,,,,,
19/02/2016,23.15,70.23,4.15,1014.62,,,,,,
20/02/2016,23.62,73.12,11.12,1014.12,,,,,,
21/02/2016,21,61.12,17.14,1014.75,,,,,,
22/02/2016,21,51.43,15.21,1014.43,,,,,,
23/02/2016,21.43,50.64,9.79,1012.5,,,,,,
24/02/2016,21.69,58.06,2.44,1012.94,,,,,,
25/02/2016,22.56,57.5,5.34,1015.5,,,,,,
26/02/2016,22.8,55.6,2.48,1018.4,,,,,,
27/02/2016,22.8,59,3.33,1018.47,,,,,,
28/02/2016,23,63.06,3.71,1018.94,,,,,,
29/02/2016,23.88,63.94,3.71,1018.62,,,,,,
01/03/2016,24.92,57.42,1.7,1015,,,,,,
02/03/2016,24.93,57.07,1.73,1015.4,,,,,,
03/03/2016,26,55.62,4.29,1014.62,,,,,,
04/03/2016,27.31,44.25,6.14,1012.69,,,,,,
05/03/2016,23.93,57.13,11,1012.67,,,,,,
06/03/2016,22.81,66.56,5.22,1013.06,,,,,,
07/03/2016,23.71,64.14,5.17,1012.36,,,,,,
08/03/2016,23.43,60.21,6.74,1011.64,,,,,,
09/03/2016,24,57.56,9.38,1012.06,,,,,,
10/03/2016,25.56,57.44,7.98,1013.19,,,,,,
11/03/2016,25.07,67.8,6.55,1012.53,,,,,,
12/03/2016,24.56,66.94,9.49,1009.56,,,,,,
13/03/2016,24.25,65.19,6.84,1011.19,,,,,,
14/03/2016,22.38,66,6.28,1014.31,,,,,,
15/03/2016,24.07,58.93,8.65,1014.87,,,,,,
16/03/2016,23.94,53.75,10.88,1012.81,,,,,,
17/03/2016,26.31,50.31,6.84,1010.44,,,,,,
18/03/2016,26.19,61.25,6.71,1009.81,,,,,,
19/03/2016,26.79,61.86,3.58,1009.21,,,,,,
20/03/2016,27.13,58.73,2.85,1010.33,,,,,,
21/03/2016,26.62,43.38,12.26,1011.12,,,,,,
22/03/2016,25.06,37.88,22.1,1009.38,,,,,,
23/03/2016,26.2,43.27,10.64,1010,,,,,,
24/03/2016,28.13,46.87,3.21,1013.33,,,,,,
25/03/2016,29.88,50.19,3.37,1013.19,,,,,,
26/03/2016,24.67,62.67,9.39,1013.6,,,,,,
27/03/2016,26.25,53.69,9.16,1012.81,,,,,,
28/03/2016,25.93,52.8,6.55,7679.33,,,,,,
29/03/2016,27.12,47.75,7.29,1011.31,,,,,,
30/03/2016,29.57,39.79,7.02,1011.14,,,,,,
31/03/2016,30,39.73,4.33,1009.2,,,,,,
01/04/2016,30.57,38.21,12.04,1006.71,,,,,,
02/04/2016,32.31,38.56,5.46,1008,,,,,,
03/04/2016,33.31,44.25,2.55,1008.38,,,,,,
04/04/2016,32.81,33.12,8,1006.69,,,,,,
05/04/2016,32.31,29.31,9.27,1007,,,,,,
06/04/2016,31.38,33.12,3.48,1006.88,,,,,,
07/04/2016,29.93,37,10.85,1007.27,,,,,,
08/04/2016,29.27,36,4.69,1009.2,,,,,,
09/04/2016,30.73,32.47,12.62,1009.31,,,,,,
10/04/2016,32.25,29,5.22,1008.81,,,,,,
11/04/2016,29.8,35,16.04,1009.4,,,,,,
12/04/2016,30.2,36.2,19.38,1006.33,,,,,,
13/04/2016,31.75,28.06,18.64,1003.31,,,,,,
14/04/2016,33.12,23.88,10.42,1003.81,,,,,,
15/04/2016,33.62,25.38,9.84,1004.62,,,,,,
16/04/2016,35.69,23.69,11.11,1003.06,,,,,,
17/04/2016,34.67,23.87,9.39,1002.67,,,,,,
18/04/2016,34.62,30.12,7.18,1004.69,,,,,,
19/04/2016,34,33.6,4.57,1005.87,,,,,,
20/04/2016,34.06,25.94,14.02,1006.44,,,,,,
21/04/2016,34,24.67,15.75,1003.4,,,,,,
22/04/2016,33.25,24.25,8.35,1001.73,,,,,,
23/04/2016,31.92,21.82,19.65,1001.85,,,,,,
24/04/2016,31.31,22.12,10.19,1003.06,,,,,,
25/04/2016,31.75,22.81,6.95,1005.56,,,,,,
26/04/2016,33.44,25.19,3.83,1007.19,,,,,,
27/04/2016,33.12,29.06,4.98,1005.69,,,,,,
28/04/2016,34.15,21.77,11.82,1004.69,,,,,,
29/04/2016,34.07,23.29,9.12,1005.71,,,,,,
30/04/2016,33.06,25.56,5.21,1004.81,,,,,,
01/05/2016,34.69,23.38,8.58,1002.44,,,,,,
02/05/2016,38,18.47,9.51,1002.2,,,,,,
03/05/2016,35.5,30.38,6.49,1004.31,,,,,,
04/05/2016,33.71,31.86,10.46,1003.79,,,,,,
05/05/2016,30.6,42,11.25,1007.47,,,,,,
06/05/2016,31.44,37.44,8.22,1007,,,,,,
07/05/2016,33.31,37.19,4.65,1005.56,,,,,,
08/05/2016,35.13,36.33,7.29,1005.93,,,,,,
09/05/2016,33.53,40.6,18.42,1006.06,,,,,,
10/05/2016,34,39.75,10.56,1006.56,,,,,,
11/05/2016,32.5,49.94,7.77,1006.06,,,,,,
12/05/2016,35.38,40,5.1,1002.25,,,,,,
13/05/2016,37.29,28.12,8.07,1001.35,,,,,,
14/05/2016,36.56,31.88,4.17,1003.12,,,,,,
15/05/2016,37.25,29.5,4.75,1003.56,,,,,,
16/05/2016,37.21,23.5,9.02,1000.8,,,,,,
17/05/2016,37.5,25.81,9.61,998.94,,,,,,
18/05/2016,37.75,27.62,8.45,997.81,,,,,,
19/05/2016,37.38,40.5,9.39,998.62,,,,,,
20/05/2016,37.4,44.2,8.41,996.93,,,,,,
21/05/2016,36.13,45.4,10.87,995.93,,,,,,
22/05/2016,36.8,44.8,6.55,996.47,,,,,,
23/05/2016,32.21,47.93,14.95,999.57,,,,,,
24/05/2016,31.53,53.53,8.49,1000.74,,,,,,
25/05/2016,33.22,46.61,10.16,997.48,,,,,,
26/05/2016,35.27,44.58,15.18,999.15,,,,,,
27/05/2016,38.27,26.09,15.32,999.95,,,,,,
28/05/2016,36.06,37.25,14.41,999.83,,,,,,
29/05/2016,31.5,57.06,11.68,1001.25,,,,,,
30/05/2016,26.81,74.81,9.49,1003.81,,,,,,
31/05/2016,32.64,51.21,7.41,1002.31,,,,,,
01/06/2016,36,42.2,9.13,1002.73,,,,,,
02/06/2016,37.56,35.31,11.93,1002,,,,,,
03/06/2016,37.56,40.69,2.78,1002.25,,,,,,
04/06/2016,38.2,42.07,3.21,1001.87,,,,,,
05/06/2016,36.17,51.75,8.5,1002.83,,,,,,
06/06/2016,35.43,45.71,11,1001.57,,,,,,
07/06/2016,34.62,59.19,21.31,1002.06,,,,,,
08/06/2016,36.07,44.64,8.49,999.21,,,,,,
09/06/2016,35.73,43.73,9.26,938.07,,,,,,
10/06/2016,36.13,41.87,10.08,998.25,,,,,,
11/06/2016,33.44,49.94,8.81,999,,,,,,
12/06/2016,35.5,37.12,9.16,998.81,,,,,,
13/06/2016,36,43.31,12.85,998.19,,,,,,
14/06/2016,32.62,55.12,11.86,997.81,,,,,,
15/06/2016,34.73,48.87,10.51,996.13,,,,,,
16/06/2016,33.5,51.29,11.39,999,,,,,,
17/06/2016,34.19,52.25,7.42,999.43,,,,,,
18/06/2016,35.86,50.57,10.86,1000.86,,,,,,
19/06/2016,35.62,53.25,9.39,1001.38,,,,,,
20/06/2016,30.94,73.94,7.64,1000.69,,,,,,
21/06/2016,32.88,62.19,8.92,999.94,,,,,,
22/06/2016,33.12,60.81,7.42,1001.56,,,,,,
23/06/2016,33.85,51.62,5.88,999.69,,,,,,
24/06/2016,36.44,46.56,7.76,998.31,,,,,,
25/06/2016,35.43,55.93,9.66,1000.07,,,,,,
26/06/2016,34.87,57.47,7.66,1000.38,,,,,,
27/06/2016,34.31,61.25,7.99,998.87,,,,,,
28/06/2016,30.79,75.07,5.44,1001.5,,,,,,
29/06/2016,35.38,58.88,8.45,1001.19,,,,,,
30/06/2016,35.47,60.2,6.79,997.87,,,,,,
01/07/2016,32.12,73.4,8.35,1002.56,,,,,,
02/07/2016,28.4,80,5.23,998.38,,,,,,
03/07/2016,29.56,78.12,1.97,998.25,,,,,,
04/07/2016,30.69,76.31,3.48,997.12,,,,,,
05/07/2016,33.25,68.69,5.34,995.56,,,,,,
06/07/2016,33.27,64.07,8.88,996.87,,,,,,
07/07/2016,33.5,63,5.92,997.69,,,,,,
08/07/2016,30.8,75.87,5.43,997.4,,,,,,
09/07/2016,33.25,66.06,6.73,996.75,,,,,,
10/07/2016,32.56,65.69,4.7,996.06,,,,,,
11/07/2016,31.5,71.94,8.05,997.75,,,,,,
12/07/2016,30.5,80.19,5.56,999.06,,,,,,
13/07/2016,31.25,76.31,6.81,998.44,,,,,,
14/07/2016,30.44,80.44,5.22,998.38,,,,,,
15/07/2016,31,78.06,7.27,998.62,,,,,,
16/07/2016,27.12,93.88,4.37,999.88,,,,,,
17/07/2016,28.12,86.56,6.6,1001.33,,,,,,
18/07/2016,27.67,91.27,7.65,1000.8,,,,,,
19/07/2016,32.31,69.12,13.66,999.88,,,,,,
20/07/2016,34.19,59.56,12.96,999.62,,,,,,
21/07/2016,34.13,56.87,11.48,999.27,,,,,,
22/07/2016,34.12,56.12,8.69,999.33,,,,,,
23/07/2016,31.88,66,7.77,1001.62,,,,,,
24/07/2016,31.44,72.25,2.43,946.31,,,,,,
25/07/2016,31.94,69.12,2.91,1001.88,,,,,,
26/07/2016,30.31,82,6.49,1003.12,,,,,,
27/07/2016,28.31,88.25,4.29,1004.62,,,,,,
28/07/2016,29.53,81.33,5.19,1002.07,,,,,,
29/07/2016,27.38,92.44,2.43,1000.94,,,,,,
30/07/2016,27.33,92.27,1.86,1001.2,,,,,,
31/07/2016,29.27,83.13,4.7,1000.67,,,,,,
01/08/2016,29.12,84.25,5.91,999.12,,,,,,
02/08/2016,30.69,72.12,6.38,310.44,,,,,,
03/08/2016,32.56,63.56,5.45,998.5,,,,,,
04/08/2016,33.11,63.89,7.93,998.78,,,,,,
05/08/2016,33.8,61.67,4.32,999.33,,,,,,
06/08/2016,30.07,76,6.93,1000.8,,,,,,
07/08/2016,33.12,65.18,7.85,1000.53,,,,,,
08/08/2016,33.81,62.38,9.44,999.64,,,,,,
09/08/2016,31.62,71.65,9.55,998.5,,,,,,
10/08/2016,32,71.26,10.16,999.37,,,,,,
11/08/2016,28.11,89.46,7.82,1001.61,,,,,,
12/08/2016,29.04,85,3.85,1002.29,,,,,,
13/08/2016,30.32,77.07,3.23,1001.07,,,,,,
14/08/2016,28.93,83.7,6.37,633.9,,,,,,
15/08/2016,31.68,67.64,12.72,999.29,,,,,,
16/08/2016,31.33,66.42,14.67,-3.04,,,,,,
17/08/2016,29.93,72.5,6.32,999.52,,,,,,
18/08/2016,29.89,79.81,1.72,999.92,,,,,,
19/08/2016,32.07,68.29,1.92,999.89,,,,,,
20/08/2016,33.19,66.48,10.37,1000.16,,,,,,
21/08/2016,31.59,68.07,10.02,1001.19,,,,,,
22/08/2016,32.19,65.56,8.24,1002.89,,,,,,
23/08/2016,31.48,70.08,6.08,1003.24,,,,,,
24/08/2016,30.18,79.29,8.42,1002.5,,,,,,
25/08/2016,31.52,72.44,6.28,1004.42,,,,,,
26/08/2016,31.22,73.81,4.39,1005.22,,,,,,
27/08/2016,31.79,70.29,7.15,1006.14,,,,,,
28/08/2016,33.4,66.24,7.27,1006.2,,,,,,
29/08/2016,29.57,82.32,5.82,1003.61,,,,,,
30/08/2016,30.04,76.8,8.9,1002.19,,,,,,
31/08/2016,27.26,89.56,6.73,1003.04,,,,,,
01/09/2016,27.96,87.24,4.15,1002.44,,,,,,
02/09/2016,30.74,71.74,13.2,1001.27,,,,,,
03/09/2016,30.89,62.68,13.26,1001.16,,,,,,
04/09/2016,31.69,59.31,11.12,1002.92,,,,,,
05/09/2016,31.08,60.31,13.96,1003.23,,,,,,
06/09/2016,30.38,55,13.44,1003.75,,,,,,
07/09/2016,31.1,57.7,9.1,1003.45,,,,,,
08/09/2016,31.92,58,10.81,1005.17,,,,,,
09/09/2016,30.56,56.67,11.52,1004.33,,,,,,
10/09/2016,31.23,58.23,11.97,1005.23,,,,,,
11/09/2016,31,56.4,8.15,1003.8,,,,,,
12/09/2016,31.64,55.5,10.85,1005.07,,,,,,
13/09/2016,32.53,57.07,8.53,1006.4,,,,,,
14/09/2016,30.86,70.36,4.24,1006.93,,,,,,
15/09/2016,31.73,59.64,11.9,1004.75,,,,,,
16/09/2016,31.4,58,3.52,1004.4,,,,,,
17/09/2016,32.31,58,2.71,1003.15,,,,,,
18/09/2016,32.25,58.83,17.91,1005,,,,,,
19/09/2016,32.38,59.46,2.09,1004.71,,,,,,
20/09/2016,33.44,54.07,2.57,1003.52,,,,,,
21/09/2016,33.36,58.96,6.09,1005.4,,,,,,
22/09/2016,30.04,67.63,8.11,1008.78,,,,,,
23/09/2016,31,66.11,3.57,1005.32,,,,,,
24/09/2016,31.24,66.48,5.5,1352.62,,,,,,
25/09/2016,31.13,62.3,3.15,1004.78,,,,,,
26/09/2016,31.48,60.88,2.99,1006.76,,,,,,
27/09/2016,32.19,57.81,1.78,1006.7,,,,,,
28/09/2016,32.44,55.28,2.52,1005.28,,,,,,
29/09/2016,32.23,61.32,3.96,1005.59,,,,,,
30/09/2016,32.21,59.36,2.58,1005.57,,,,,,
01/10/2016,32.54,61.92,3.17,1007.5,,,,,,
02/10/2016,32.81,61.81,4.12,1009.11,,,,,,
03/10/2016,33.27,59.58,3.99,1007.19,,,,,,
04/10/2016,30.56,69.81,5.77,1005.37,,,,,,
05/10/2016,28.83,71.88,3.32,1005.25,,,,,,
06/10/2016,30.7,64.81,3.23,1007.15,,,,,,
07/10/2016,30.96,59.96,15.83,1007.2,,,,,,
08/10/2016,30.6,57.96,8.76,1006.85,,,,,,
09/10/2016,30.92,59.2,3.18,1005.96,,,,,,
10/10/2016,29.78,51.11,4.81,1006.15,,,,,,
11/10/2016,29.67,51.15,8.92,1006.59,,,,,,
12/10/2016,29.57,47.29,11.37,1006.25,,,,,,
13/10/2016,29.96,44,13.02,1008.33,,,,,,
14/10/2016,29.75,47.88,8.93,1009.12,,,,,,
15/10/2016,27.74,54.15,6.66,1010.52,,,,,,
16/10/2016,28.43,49.86,7.01,1011.86,,,,,,
17/10/2016,28.6,49.24,7.12,1010.56,,,,,,
18/10/2016,28.5,48.46,7.67,1009.46,,,,,,
19/10/2016,28.93,49.19,6.46,1008.56,,,,,,
20/10/2016,29.08,47.73,9.12,1007.54,,,,,,
21/10/2016,28.41,50.41,10.7,1008.73,,,,,,
22/10/2016,29.33,49.48,13.32,1009.37,,,,,,
23/10/2016,27.5,54.96,11.55,1009.31,,,,,,
24/10/2016,28.5,51.42,11.19,1008.27,,,,,,
25/10/2016,28.04,54.56,12.39,1008.92,,,,,,
26/10/2016,27.58,56.19,5.7,1011.73,,,,,,
27/10/2016,26.56,59.37,6.04,1014.63,,,,,,
28/10/2016,25.52,58.78,7.28,1012.41,,,,,,
29/10/2016,25.81,62.78,1.71,1013,,,,,,
30/10/2016,24.83,71.04,2.01,1014.61,,,,,,
31/10/2016,24.54,66.81,1.64,1017.81,,,,,,
01/11/2016,24.38,58.73,2.72,1016.38,,,,,,
02/11/2016,23.73,65.91,1.43,1016.59,,,,,,
03/11/2016,25.64,59.76,2.23,1016.24,,,,,,
04/11/2016,24.81,58.3,4.12,1012.63,,,,,,
05/11/2016,23.12,66.58,5.78,1010.35,,,,,,
06/11/2016,22.93,63.85,2.41,1011.52,,,,,,
07/11/2016,24.55,51.32,8.17,1012.77,,,,,,
08/11/2016,23.73,52.27,12.75,1013.64,,,,,,
09/11/2016,23,49.7,7.07,1014.67,,,,,,
10/11/2016,23.52,50.15,3.23,1013.81,,,,,,
11/11/2016,23.92,54.04,2.97,1014.08,,,,,,
12/11/2016,23.54,58.04,2.78,1015.15,,,,,,
13/11/2016,24.3,55.81,4.4,1016.52,,,,,,
14/11/2016,23.35,60.73,1.5,1015.73,,,,,,
15/11/2016,22.24,55.72,4.09,1016.24,,,,,,
16/11/2016,21.77,53.23,7.14,1017.54,,,,,,
17/11/2016,21.73,51.73,11.55,1350.3,,,,,,
18/11/2016,21.73,53.62,7.78,1014.69,,,,,,
19/11/2016,20.67,60.67,2.84,1012.47,,,,,,
20/11/2016,22.25,59.9,2.51,1013.35,,,,,,
21/11/2016,21.54,60.46,2.72,1013,,,,,,
22/11/2016,22.58,50.16,8,1012.89,,,,,,
23/11/2016,22.83,51.43,6.6,1013.17,,,,,,
24/11/2016,21.42,51.47,8.29,1014.95,,,,,,
25/11/2016,23.6,30.55,15.09,1012.95,,,,,,
26/11/2016,24.29,32.65,14.49,1013.25,,,,,,
27/11/2016,23.64,33.64,12.46,1013.59,,,,,,
28/11/2016,22.45,37.32,9.19,12.05,,,,,,
29/11/2016,21.61,53.72,1.24,1015,,,,,,
30/11/2016,19.87,80.09,4.27,1016.61,,,,,,
01/12/2016,19.75,84,2.7,1016.88,,,,,,
02/12/2016,19.21,75.88,4.95,1017.75,,,,,,
03/12/2016,21.21,52.17,5.87,1019.33,,,,,,
04/12/2016,18.9,55.25,5.67,1019.7,,,,,,
05/12/2016,18.64,56.59,4.95,1017.05,,,,,,
06/12/2016,18.54,69.92,2.5,1017.96,,,,,,
07/12/2016,18.25,74.35,0.92,1017.42,,,,,,
08/12/2016,16.9,73.3,1.77,1016.2,,,,,,
09/12/2016,19.42,68.12,1.31,1013.42,,,,,,
10/12/2016,16.44,82.83,5.36,1014,,,,,,
